seed,opinion_state_avg,run_mode,final_kalman_err
25,0.7404054708076337,with_actors,0.3569185724927561
25,0.7893635034910523,with_actors,0.3559760073157407
26,0.8230683858369501,with_actors,0.2689691735390086
26,0.8595668443044138,with_actors,0.2697304120512197
27,0.8282720794565456,with_actors,0.2802636265133746
27,0.8798748037834929,with_actors,0.2878964243392901
28,0.8061468192198162,with_actors,0.4697350745692266
28,0.8486485714167233,with_actors,0.4766891346855277
29,0.8006120460185707,with_actors,0.5155062443431438
29,0.827465389228254,with_actors,0.5171154446590008
30,0.8598727449024081,with_actors,0.6667672716620787
30,0.9071271558602707,with_actors,0.6693576881829882
31,0.8835267177638048,with_actors,0.6145546426427253
31,0.9179367263809004,with_actors,0.6179824653684001
32,0.8982975663598614,with_actors,0.5491053770174772
32,0.9208933438525322,with_actors,0.5601227407431489
33,0.8927303041195463,with_actors,0.3165389119748638
33,0.9242854983895603,with_actors,0.3142287331903171
34,0.7710421710906556,with_actors,0.48699384862022216
34,0.8233033590056197,with_actors,0.48105264044724144
35,0.8914323087829295,with_actors,0.2938892216331638
35,0.9411498183782067,with_actors,0.3009775585566088
36,0.713489587208111,with_actors,0.4891966933510451
36,0.7650810671935575,with_actors,0.4882752023127919
37,0.8793308779621721,with_actors,0.1293190752631558
37,0.9685169179651075,with_actors,0.11049815416404334
38,0.810959711384045,with_actors,0.36359197911269064
38,0.8345810973734916,with_actors,0.3644260530082086
39,0.9069292928765316,with_actors,0.30302243087667785
39,0.9652753818533746,with_actors,0.2870406533971053
40,0.8248882663222779,with_actors,0.5206780881969316
40,0.8635204437302983,with_actors,0.5277255588094805
41,0.8266190637324823,with_actors,0.34761481686820345
41,0.8536410212181769,with_actors,0.34000514686033584
42,0.8142652175354369,with_actors,0.2723144498801077
42,0.8888819430181897,with_actors,0.27064443150060025
43,0.7636559427120828,with_actors,0.9315300848401531
43,0.7769876269848264,with_actors,0.9318963924160707
44,0.817094915538604,with_actors,0.3518020634150667
44,0.886582894648049,with_actors,0.3469981670150745
45,0.887774174383513,with_actors,0.27630111280148373
45,0.9570250047371042,with_actors,0.2636622715953084
46,0.8553451354947776,with_actors,0.24876081569253702
46,0.952008474905377,with_actors,0.24748477440687755
47,0.7685521094348228,with_actors,0.29739241175704045
47,0.8353441713845623,with_actors,0.30356412088102125
48,0.8693801191642396,with_actors,0.08931953081407686
48,0.9513087489031746,with_actors,0.08556620441269161
49,0.752082534351005,with_actors,0.7417966489505597
49,0.77339842683084,with_actors,0.7360787186605345
50,0.7460689607279561,with_actors,0.4215773956401846
50,0.7883547230743287,with_actors,0.42553015338383815
51,0.7892790018425029,with_actors,0.6497720614072986
51,0.8185573390968646,with_actors,0.6478927172677063
52,0.8208821201714012,with_actors,0.18311572809716942
52,0.9025299952584551,with_actors,0.18703954350676158
53,0.8461459608121081,with_actors,0.42843550046180906
53,0.8781551159747872,with_actors,0.43170894432938073
54,0.8847514083555549,with_actors,0.15089432294224842
54,0.9614918904675186,with_actors,0.1298554876052565
55,0.8127872527927227,with_actors,0.3676286865834215
55,0.8603721685158043,with_actors,0.37877338891223206
56,0.9214864039564934,with_actors,0.39747366118574595
56,0.9659045383564187,with_actors,0.3944021752002555
57,0.6767254029443782,with_actors,0.8727122372059376
57,0.6913778134756088,with_actors,0.8739885719991571
58,0.8642786789304006,with_actors,0.28441411854449977
58,0.9438567895027051,with_actors,0.27361404223056507
59,0.8496969958036759,with_actors,0.4274546099202773
59,0.9038381331640678,with_actors,0.4241508500628094
60,0.6590987055911453,with_actors,0.578535355992435
60,0.7232821586603153,with_actors,0.5797928165340263
61,0.9033778772176704,with_actors,0.598803612329765
61,0.9773312688987454,with_actors,0.5993751970653508
62,0.8787337113525641,with_actors,1.0804659913463808
62,0.896541048148347,with_actors,1.0847410654165128
63,0.7789276469030613,with_actors,0.6792326549906693
63,0.7717003167259154,with_actors,0.6733243877372613
64,0.8709016973959832,with_actors,0.1746240340976172
64,0.9799007628783548,with_actors,0.17611096368944315
65,0.8715063948095102,with_actors,0.1491411594818476
65,0.9391086078950468,with_actors,0.14727530217651566
66,0.6994107695645273,with_actors,0.4253908050219945
66,0.779373276402129,with_actors,0.4161884744543176
67,0.8774502092308755,with_actors,0.49425428717896547
67,0.9384123610535827,with_actors,0.490452126215823
68,0.8318992619320291,with_actors,0.18374005691849085
68,0.9332586372364667,with_actors,0.16558215496432344
69,0.7838660932503145,with_actors,0.4376482781814496
69,0.835389170403428,with_actors,0.43687195371268694
70,0.864324130623713,with_actors,0.8825905649046278
70,0.8735283997645928,with_actors,0.8812645455649634
71,0.8105597931937014,with_actors,0.34169494963934594
71,0.8757101210200448,with_actors,0.3311314867271372
72,0.7824504050260837,with_actors,0.21079456645916936
72,0.8455406822339533,with_actors,0.20005512255728353
73,0.8442722436818177,with_actors,0.15103577682244398
73,0.9521493685359823,with_actors,0.14076738348687462
74,0.9017448035768644,with_actors,0.5407096959021317
74,0.9216754026662128,with_actors,0.5405630203206209
75,0.785676242370209,with_actors,0.4100963221964024
75,0.8554067996159667,with_actors,0.4078131421304296
76,0.7460356124719829,with_actors,0.4387969747999452
76,0.7957752551826727,with_actors,0.43816269291237747
77,0.8714225052232911,with_actors,0.2266642227098924
77,0.9305541572211442,with_actors,0.241515624845445
78,0.7566067116040396,with_actors,0.30202329746125395
78,0.8397799460902895,with_actors,0.3136638208390662
79,0.7874819467205796,with_actors,0.3294130232718935
79,0.846039729389533,with_actors,0.33149771826646385
80,0.7970732673748336,with_actors,0.4124955942032813
80,0.8682493932485537,with_actors,0.4152557926953332
81,0.8047361549596288,with_actors,0.6108401093643223
81,0.8443797448786099,with_actors,0.6176181757947953
82,0.9214326005419626,with_actors,0.6842439069890985
82,0.9510388111639441,with_actors,0.684910514764809
83,0.8799188158267408,with_actors,0.22637250402843506
83,0.9587400417046746,with_actors,0.21944354338622998
84,0.8668476317476657,with_actors,0.32740925903689133
84,0.9309061145310522,with_actors,0.30455672219992874
85,0.7069374087123996,with_actors,0.697685966195295
85,0.7415319543344732,with_actors,0.7034262532562572
86,0.8498168286113065,with_actors,0.32979501119575994
86,0.893746450367926,with_actors,0.33703822741982825
87,0.895817793449631,with_actors,0.1665690138635236
87,0.9324180608315167,with_actors,0.15023997159642777
88,0.8782336239497845,with_actors,0.5169548270557011
88,0.9137595463526998,with_actors,0.5165409180548342
89,0.8965967141761575,with_actors,0.4924547572961842
89,0.9310272057980303,with_actors,0.4901328329179726
90,0.8908955366143672,with_actors,0.30708260896957856
90,0.9421907634129044,with_actors,0.3043269117674572
91,0.8261889190386302,with_actors,0.34408916224382496
91,0.9056759699534842,with_actors,0.3382562560029244
92,0.8942964234362527,with_actors,0.32215271599918355
92,0.929911074710068,with_actors,0.3207384650967757
93,0.7324017591674243,with_actors,0.4550935369013777
93,0.7839627693108939,with_actors,0.45493258944934145
94,0.8579122455883086,with_actors,0.4066801718607643
94,0.9024712585775179,with_actors,0.419904517972922
95,0.8382178788790147,with_actors,0.24258811767288618
95,0.9180675841031218,with_actors,0.24179457967805956
96,0.7451396594147581,with_actors,0.6213530519874427
96,0.7772427034015168,with_actors,0.6154397573400072
97,0.8820897420301803,with_actors,0.5182518028040703
97,0.9206560430643327,with_actors,0.519551371533582
98,0.7130647505862308,with_actors,0.3892952877352573
98,0.7211780584229,with_actors,0.3799844158842235
99,0.8905269034071397,with_actors,0.34388017582193314
99,0.9435853200528598,with_actors,0.3387433943525071
100,0.8970214755754164,with_actors,0.5186355383898503
100,0.9478023890882714,with_actors,0.5240583522380691
1,0.924899301473328,only_bad,0.0603126309724586
1,0.9962449650736664,only_bad,0.003028595556893754
2,0.8858173688231135,only_bad,0.06284771725394611
2,0.9942908684411556,only_bad,0.0029387257215023675
3,0.9302531374808063,only_bad,0.047701392478545435
3,0.9965126568740403,only_bad,0.0024216731550447666
4,0.888738031871427,only_bad,0.04548764911716757
4,0.9944369015935715,only_bad,0.002380425867859865
5,0.9011349371740474,only_bad,0.07647495916104274
5,0.9950567468587025,only_bad,0.0036520663727617505
6,0.8943060886103629,only_bad,0.05766815347409805
6,0.9947153044305181,only_bad,0.0030516932263858626
7,0.9133142733594717,only_bad,0.0573350054645057
7,0.9956657136679737,only_bad,0.0033573200766464388
8,0.8708459040816743,only_bad,0.03211642173355499
8,0.9935422952040838,only_bad,0.0012118517150803286
9,0.8505628944104381,only_bad,0.07292475463457183
9,0.9925281447205219,only_bad,0.0037030882374623265
10,0.8776306530507908,only_bad,0.07417879730378271
10,0.9938815326525395,only_bad,0.0034945337724859747
11,0.8991279241535675,only_bad,0.022427130713811094
11,0.994956396207679,only_bad,0.0011196292664744072
12,0.9357191693084969,only_bad,0.07027737960310938
12,0.9967859584654248,only_bad,0.0034984062220462173
13,0.8955343646949548,only_bad,0.02176588408938718
13,0.9947767182347478,only_bad,0.0010164111495780366
14,0.9210404663099885,only_bad,0.13112198699519134
14,0.9960520233154994,only_bad,0.005964302952740098
15,0.8999545470449634,only_bad,0.014178115569733467
15,0.9949977273522477,only_bad,0.0007105589685132518
16,0.9212220132033394,only_bad,0.06231682118785695
16,0.996061100660167,only_bad,0.0030762973688621144
17,0.9040814825655138,only_bad,0.05150682511967414
17,0.9952040741282757,only_bad,0.002910765805684104
18,0.928006033067557,only_bad,0.10114698007148555
18,0.9964003016533778,only_bad,0.005209661875608115
19,0.8910273579243293,only_bad,0.04837528181981362
19,0.9945513678962163,only_bad,0.002533260264106766
20,0.9062422958017529,only_bad,0.047620129981217514
20,0.9953121147900876,only_bad,0.002359969039693802
21,0.946480069324803,only_bad,0.09097480803882768
21,0.9973240034662401,only_bad,0.004468132532875379
22,0.9432959226813928,only_bad,0.0650243055123936
22,0.9971647961340696,only_bad,0.0030948976574867934
23,0.9181175727720949,only_bad,0.04603318058144634
23,0.9959058786386048,only_bad,0.0023188376288584647
24,0.8869838366990468,only_bad,0.08975133157577501
24,0.9943491918349523,only_bad,0.004500804477149015
25,0.9289823747504147,only_bad,0.08133656126513872
25,0.9964491187375207,only_bad,0.004031196731284073
26,0.8898813632581577,only_bad,0.05487300485373579
26,0.9944940681629078,only_bad,0.0027372835689313804
27,0.8815549741909452,only_bad,0.05478486436906672
27,0.9940777487095473,only_bad,0.0027618532439076943
28,0.9311828311941299,only_bad,0.04423079704507142
28,0.9965591415597066,only_bad,0.0023371747771424394
29,0.8917116267673797,only_bad,0.08405650671273901
29,0.9945855813383689,only_bad,0.004267600627975819
30,0.8912913167476305,only_bad,0.05455833525592244
30,0.9945645658373815,only_bad,0.002578767632097417
31,0.8780882825162093,only_bad,0.040826922803591195
31,0.9939044141258103,only_bad,0.00217168874015639
32,0.8932060178792968,only_bad,0.06888873692324544
32,0.9946603008939647,only_bad,0.003694649305518221
33,0.9133722927477907,only_bad,0.07307931968440486
33,0.9956686146373894,only_bad,0.0035492028669089144
34,0.8968679949881616,only_bad,0.04425246419768313
34,0.9948433997494082,only_bad,0.0021794393878636982
35,0.9026799011164943,only_bad,0.0781621322736941
35,0.9951339950558247,only_bad,0.004452604097513281
36,0.9106375108607269,only_bad,0.04713262751051168
36,0.9955318755430362,only_bad,0.0023213343564008394
37,0.9028982656096981,only_bad,0.0974691533294576
37,0.9951449132804848,only_bad,0.005023534018492356
38,0.9401777371464959,only_bad,0.0832771351294608
38,0.9970088868573248,only_bad,0.004041950441306458
39,0.905382841660535,only_bad,0.07906224068975767
39,0.9952691420830269,only_bad,0.0040776910974895135
40,0.9239676298120051,only_bad,0.03292627595901618
40,0.9961983814906001,only_bad,0.0017517733004516717
41,0.8932539540406189,only_bad,0.06721067086980426
41,0.994662697702031,only_bad,0.00332520634191519
42,0.9128365511581125,only_bad,0.03502055780173031
42,0.9956418275579056,only_bad,0.0017125387255968931
43,0.9056455048725727,only_bad,0.04814255417117747
43,0.9952822752436288,only_bad,0.002263847926028816
44,0.8881968627946266,only_bad,0.09295762208787876
44,0.9944098431397312,only_bad,0.0045565393326214435
45,0.8933760869395972,only_bad,0.06532837026915103
45,0.9946688043469799,only_bad,0.0031700917622613746
46,0.8858267862869063,only_bad,0.05120010683660059
46,0.9942913393143453,only_bad,0.0024435913492797437
47,0.8888929590968363,only_bad,0.04740549123311622
47,0.9944446479548418,only_bad,0.002808118221334414
48,0.9198855946607223,only_bad,0.047384492443041173
48,0.9959942797330361,only_bad,0.0023881030174707726
49,0.9113150400026657,only_bad,0.05032039717946566
49,0.9955657520001332,only_bad,0.0023589430076850545
50,0.9064082414782492,only_bad,0.07009570553638698
50,0.9953204120739124,only_bad,0.0036938287487133306
51,0.9295676963703562,only_bad,0.04460431457875673
51,0.9964783848185178,only_bad,0.002253269696807815
52,0.8825904977700779,only_bad,0.09147043741001304
52,0.9941295248885039,only_bad,0.004505860935831799
53,0.896527411775786,only_bad,0.07362658282390122
53,0.9948263705887893,only_bad,0.0037728222656818523
54,0.8882904504519071,only_bad,0.06569283852324816
54,0.9944145225225954,only_bad,0.0036997048283945243
55,0.9114080031628347,only_bad,0.08237494500230862
55,0.9955704001581416,only_bad,0.004068145908256464
56,0.8969221479547969,only_bad,0.06481416089227271
56,0.9948461073977398,only_bad,0.0030288805923039826
57,0.874760667284535,only_bad,0.05871415063352845
57,0.9937380333642267,only_bad,0.0031838376680873265
58,0.8600712216538235,only_bad,0.053066287529628976
58,0.993003561082691,only_bad,0.002694846624010273
59,0.897740714336113,only_bad,0.03774457391270956
59,0.9948870357168056,only_bad,0.0018589838223277207
60,0.8927522197052753,only_bad,0.031508628572669485
60,0.9946376109852637,only_bad,0.0015015371999842271
61,0.8855098079920599,only_bad,0.06789004276494155
61,0.994275490399603,only_bad,0.003477759658038809
62,0.8979628326725974,only_bad,0.04434350438613964
62,0.9948981416336299,only_bad,0.002151846733437343
63,0.9116951117683353,only_bad,0.07257465368290358
63,0.9955847555884167,only_bad,0.0036290889290641164
64,0.87973165782506,only_bad,0.04040994934343854
64,0.9939865828912529,only_bad,0.0019114244221972326
65,0.9104799322392376,only_bad,0.05785700993540589
65,0.9955239966119617,only_bad,0.0028231386026088597
66,0.928521187740081,only_bad,0.06688070829831239
66,0.996426059387004,only_bad,0.003319259874404858
67,0.8975817233870658,only_bad,0.040800343016772246
67,0.9948790861693535,only_bad,0.0019506895017553816
68,0.8948963656617843,only_bad,0.062142129677787934
68,0.9947448182830892,only_bad,0.0034560854638941963
69,0.8984392842487696,only_bad,0.05174726745806527
69,0.9949219642124386,only_bad,0.002572589565219711
70,0.8926713982626346,only_bad,0.027744880118315447
70,0.9946335699131315,only_bad,0.001329899614309786
71,0.9314424018807669,only_bad,0.10304380749830629
71,0.9965721200940383,only_bad,0.005172399584644435
72,0.8877421173603173,only_bad,0.07418173094786425
72,0.9943871058680158,only_bad,0.0037338963955851623
73,0.889004830313199,only_bad,0.07314386115537205
73,0.9944502415156599,only_bad,0.0035136348690887236
74,0.9183545478596048,only_bad,0.05713824418119929
74,0.9959177273929802,only_bad,0.002958646771232818
75,0.8783048213198307,only_bad,0.03793652239230688
75,0.9939152410659914,only_bad,0.0018505779494544117
76,0.8885602909757938,only_bad,0.05171790356428565
76,0.9944280145487898,only_bad,0.002359795905870822
77,0.9282163495288838,only_bad,0.09215495141539293
77,0.9964108174764441,only_bad,0.004754956746200269
78,0.8786946621089575,only_bad,0.08383015092057043
