ratio,seed,opinion_state_avg,opinion_state_var,steady_state,final_kalman_err
0.05,1,0.5282050829438376,4.755572492240507e-07,0.528313913144713,0.8902344829089851
0.05,2,-0.4846606334655041,0.004675164460688277,-0.526624806858391,0.9550280638462649
0.05,3,-0.17352115716451655,2.0993072313003378e-05,-0.17501525347321545,1.1579318330717046
0.05,4,0.476548738538906,5.070260164726162e-05,0.4816168375609643,1.102541365512244
0.05,5,-0.32929641060214093,3.0009385683383944e-06,-0.32951851169126567,0.9433843591100297
0.05,6,0.2370066139268892,3.04059735206345e-06,0.2357543528015631,1.0603405230443532
0.05,7,0.13360033551137965,4.964899738128332e-06,0.13423827340120398,1.135053215700257
0.05,8,-0.320474874369711,1.1218676122708788e-05,-0.32006969918293376,0.9224309036316112
0.05,9,0.2025751134576047,3.1077643102915387e-07,0.20336662926533688,0.9788591227441488
0.1,1,0.5285435096134179,7.86881779678126e-07,0.528313913144713,0.8500385813854934
0.1,2,-0.47542065304409376,0.00653218357984218,-0.526624806858391,0.9077859998608371
0.1,3,-0.17411522487645098,2.8787107774307617e-05,-0.17501525347321545,1.104087588109295
0.1,4,0.47781516852980144,6.0108491565335137e-05,0.4816168375609643,1.0516775004468455
0.1,5,-0.3290447495339875,1.0964497665090863e-05,-0.32951851169126567,0.8959645977676947
0.1,6,0.2381379345386821,1.1169573557166021e-05,0.2357543528015631,1.0200497848790515
0.1,7,0.13387264562048357,1.778464280122226e-05,0.13423827340120398,1.0840803334273883
0.1,8,-0.32139490385199887,2.9289118233687296e-05,-0.32006969918293376,0.8698995501575377
0.1,9,0.20185102910701708,1.1736468045194822e-06,0.20336662926533688,0.938992635403388
0.15000000000000002,1,0.5287951754875528,1.5440507961999652e-06,0.528313913144713,0.8153861462058115
0.15000000000000002,2,-0.46807561700081823,0.008167183289532,-0.526624806858391,0.8625630967094574
0.15000000000000002,3,-0.17465412587529971,3.6715712262541614e-05,-0.17501525347321545,1.0522197782261893
0.15000000000000002,4,0.47866601615474813,7.742638391340217e-05,0.4816168375609643,1.006663478061115
0.15000000000000002,5,-0.32874698763536314,2.2591833585958304e-05,-0.32951851169126567,0.848986176334732
0.15000000000000002,6,0.23916855232543413,2.3169737724588935e-05,0.2357543528015631,0.9822967663970409
0.15000000000000002,7,0.13426309297057432,3.8002461805850165e-05,0.13423827340120398,1.0378664548105474
0.15000000000000002,8,-0.32216997677967185,5.4947836250928585e-05,-0.32006969918293376,0.8195053192721083
0.15000000000000002,9,0.20118906879403414,2.482372837292887e-06,0.20336662926533688,0.9016605078512312
0.2,1,0.5289839532834119,2.7459899966713704e-06,0.528313913144713,0.7834339922387138
0.2,2,-0.4674503742038862,0.008059120433451339,-0.526624806858391,0.8217192140915327
0.2,3,-0.1751275734750207,4.4927537253895315e-05,-0.17501525347321545,1.004216372223765
0.2,4,0.479376691055301,9.784139682118661e-05,0.4816168375609643,0.9653682498653728
0.2,5,-0.32839481376881174,3.6935671661018264e-05,-0.32951851169126567,0.8058565375446064
0.2,6,0.24011456372125628,3.8097262303893536e-05,0.2357543528015631,0.9470211642158637
0.2,7,0.13480196063475292,6.46522735085487e-05,0.13423827340120398,0.9951657666855175
0.2,8,-0.32275605518618805,8.919191269872876e-05,-0.32006969918293376,0.7731248240929754
0.2,9,0.20058390464506304,4.136936704974736e-06,0.20336662926533688,0.8668609209047051
0.25,1,0.5291220733045747,4.374033156375426e-06,0.528313913144713,0.7537101595099299
0.25,2,-0.4666815214193023,0.007872706706421569,-0.526624806858391,0.7852719080435324
0.25,3,-0.17554222908736586,5.335238041662858e-05,-0.17501525347321545,0.9599081399081566
0.25,4,0.4800028878698075,0.00011989467035899854,0.4816168375609643,0.9271287905461404
0.25,5,-0.32797849276947916,5.337800245063339e-05,-0.32951851169126567,0.7663741258836325
0.25,6,0.24099103882155087,5.515427615514596e-05,0.2357543528015631,0.9140530469782024
0.25,7,0.1355103854047023,9.752811352001364e-05,0.13423827340120398,0.9555936915240488
0.25,8,-0.323170992612239,0.0001324039232770921,-0.32006969918293376,0.7305401888561424
0.25,9,0.20003049208909623,6.050311567837244e-06,0.20336662926533688,0.8343841286981059
0.30000000000000004,1,0.5292204577502506,6.374652110875041e-06,0.528313913144713,0.7259738424928671
0.30000000000000004,2,-0.4534399125628318,0.00823079549146304,-0.526624806858391,0.7519854886950331
